[INFO] Base URL: https://almacenamiento-api-pf.s4bnsc.easypanel.host
[INFO] Node IDs: 65, 66, 64
[OK] ciclo=4 node=65 ts=2026-03-20T02:07:56.861666 press=1014.9888 sid=3
[OK] ciclo=4 node=65 ts=2026-03-20T02:07:56.861666 lat=-26.8241 sid=4
[OK] ciclo=4 node=65 ts=2026-03-20T02:07:56.861666 lng=-65.2226 sid=5
[OK] ciclo=4 node=66 ts=2026-03-20T02:07:56.861666 temp=24.622 sid=1
[OK] ciclo=4 node=66 ts=2026-03-20T02:07:56.861666 hum=62.1202 sid=2
[OK] ciclo=4 node=66 ts=2026-03-20T02:07:56.861666 press=1014.9888 sid=3
[OK] ciclo=4 node=66 ts=2026-03-20T02:07:56.861666 lat=-26.8241 sid=4
[OK] ciclo=4 node=66 ts=2026-03-20T02:07:56.861666 lng=-65.2226 sid=5
[OK] ciclo=4 node=64 ts=2026-03-20T02:07:56.861666 temp=24.622 sid=1
[OK] ciclo=4 node=64 ts=2026-03-20T02:07:56.861666 hum=62.1202 sid=2
[OK] ciclo=4 node=64 ts=2026-03-20T02:07:56.861666 press=1014.9888 sid=3
[OK] ciclo=4 node=64 ts=2026-03-20T02:07:56.861666 lat=-26.8241 sid=4
[OK] ciclo=4 node=64 ts=2026-03-20T02:07:56.861666 lng=-65.2226 sid=5
[OK] ciclo=5 node=65 ts=2026-03-20T02:08:44.930654 temp=24.2026 sid=1
[OK] ciclo=5 node=65 ts=2026-03-20T02:08:44.930654 hum=62.8389 sid=2
[OK] ciclo=5 node=65 ts=2026-03-20T02:08:44.930654 press=1015.1629 sid=3
[OK] ciclo=5 node=65 ts=2026-03-20T02:08:44.930654 lat=-26.8241 sid=4
[OK] ciclo=5 node=65 ts=2026-03-20T02:08:44.930654 lng=-65.2226 sid=5
[OK] ciclo=5 node=66 ts=2026-03-20T02:08:44.930654 temp=24.2026 sid=1
[OK] ciclo=5 node=66 ts=2026-03-20T02:08:44.930654 hum=62.8389 sid=2
[OK] ciclo=5 node=66 ts=2026-03-20T02:08:44.930654 press=1015.1629 sid=3
[OK] ciclo=5 node=66 ts=2026-03-20T02:08:44.930654 lat=-26.8241 sid=4
[OK] ciclo=5 node=66 ts=2026-03-20T02:08:44.930654 lng=-65.2226 sid=5
[OK] ciclo=5 node=64 ts=2026-03-20T02:08:44.930654 temp=24.2026 sid=1
[OK] ciclo=5 node=64 ts=2026-03-20T02:08:44.930654 hum=62.8389 sid=2
[OK] ciclo=5 node=64 ts=2026-03-20T02:08:44.930654 press=1015.1629 sid=3
[OK] ciclo=5 node=64 ts=2026-03-20T02:08:44.930654 lat=-26.8241 sid=4
[OK] ciclo=5 node=64 ts=2026-03-20T02:08:44.930654 lng=-65.2226 sid=5
[OK] ciclo=6 node=65 ts=2026-03-20T02:09:33.638354 temp=23.2439 sid=1
[OK] ciclo=6 node=65 ts=2026-03-20T02:09:33.638354 hum=61.8696 sid=2
[OK] ciclo=6 node=65 ts=2026-03-20T02:09:33.638354 press=1015.5984 sid=3
[OK] ciclo=6 node=65 ts=2026-03-20T02:09:33.638354 lat=-26.8241 sid=4
[OK] ciclo=6 node=65 ts=2026-03-20T02:09:33.638354 lng=-65.2226 sid=5
[OK] ciclo=6 node=66 ts=2026-03-20T02:09:33.638354 temp=23.2439 sid=1
[OK] ciclo=6 node=66 ts=2026-03-20T02:09:33.638354 hum=61.8696 sid=2
[OK] ciclo=6 node=66 ts=2026-03-20T02:09:33.638354 press=1015.5984 sid=3
[OK] ciclo=6 node=66 ts=2026-03-20T02:09:33.638354 lat=-26.8241 sid=4
[OK] ciclo=6 node=66 ts=2026-03-20T02:09:33.638354 lng=-65.2226 sid=5
[OK] ciclo=6 node=64 ts=2026-03-20T02:09:33.638354 temp=23.2439 sid=1
[OK] ciclo=6 node=64 ts=2026-03-20T02:09:33.638354 hum=61.8696 sid=2
[OK] ciclo=6 node=64 ts=2026-03-20T02:09:33.638354 press=1015.5984 sid=3
[OK] ciclo=6 node=64 ts=2026-03-20T02:09:33.638354 lat=-26.8241 sid=4
[OK] ciclo=6 node=64 ts=2026-03-20T02:09:33.638354 lng=-65.2226 sid=5
[OK] ciclo=7 node=65 ts=2026-03-20T02:10:22.309523 temp=22.0393 sid=1
[OK] ciclo=7 node=65 ts=2026-03-20T02:10:22.309523 hum=61.1751 sid=2
[OK] ciclo=7 node=65 ts=2026-03-20T02:10:22.309523 press=1016.3711 sid=3
[OK] ciclo=7 node=65 ts=2026-03-20T02:10:22.309523 lat=-26.8241 sid=4
[OK] ciclo=7 node=65 ts=2026-03-20T02:10:22.309523 lng=-65.2226 sid=5
[OK] ciclo=7 node=66 ts=2026-03-20T02:10:22.309523 temp=22.0393 sid=1
[OK] ciclo=7 node=66 ts=2026-03-20T02:10:22.309523 hum=61.1751 sid=2
[OK] ciclo=7 node=66 ts=2026-03-20T02:10:22.309523 press=1016.3711 sid=3
[OK] ciclo=7 node=66 ts=2026-03-20T02:10:22.309523 lat=-26.8241 sid=4
[OK] ciclo=7 node=66 ts=2026-03-20T02:10:22.309523 lng=-65.2226 sid=5
[OK] ciclo=7 node=64 ts=2026-03-20T02:10:22.309523 temp=22.0393 sid=1
[OK] ciclo=7 node=64 ts=2026-03-20T02:10:22.309523 hum=61.1751 sid=2
[OK] ciclo=7 node=64 ts=2026-03-20T02:10:22.309523 press=1016.3711 sid=3
[OK] ciclo=7 node=64 ts=2026-03-20T02:10:22.309523 lat=-26.8241 sid=4
[OK] ciclo=7 node=64 ts=2026-03-20T02:10:22.309523 lng=-65.2226 sid=5
[OK] ciclo=8 node=65 ts=2026-03-20T02:11:10.807152 temp=20.582 sid=1
[OK] ciclo=8 node=65 ts=2026-03-20T02:11:10.807152 hum=58.3754 sid=2
[OK] ciclo=8 node=65 ts=2026-03-20T02:11:10.807152 press=1015.5288 sid=3
[OK] ciclo=8 node=65 ts=2026-03-20T02:11:10.807152 lat=-26.8241 sid=4
[OK] ciclo=8 node=65 ts=2026-03-20T02:11:10.807152 lng=-65.2226 sid=5
[OK] ciclo=8 node=66 ts=2026-03-20T02:11:10.807152 temp=20.582 sid=1
[OK] ciclo=8 node=66 ts=2026-03-20T02:11:10.807152 hum=58.3754 sid=2
[OK] ciclo=8 node=66 ts=2026-03-20T02:11:10.807152 press=1015.5288 sid=3
[OK] ciclo=8 node=66 ts=2026-03-20T02:11:10.807152 lat=-26.8241 sid=4
[OK] ciclo=8 node=66 ts=2026-03-20T02:11:10.807152 lng=-65.2226 sid=5
[OK] ciclo=8 node=64 ts=2026-03-20T02:11:10.807152 temp=20.582 sid=1
[OK] ciclo=8 node=64 ts=2026-03-20T02:11:10.807152 hum=58.3754 sid=2
[OK] ciclo=8 node=64 ts=2026-03-20T02:11:10.807152 press=1015.5288 sid=3
[OK] ciclo=8 node=64 ts=2026-03-20T02:11:10.807152 lat=-26.8241 sid=4
[OK] ciclo=8 node=64 ts=2026-03-20T02:11:10.807152 lng=-65.2226 sid=5
[OK] ciclo=9 node=65 ts=2026-03-20T02:11:59.275304 temp=19.964 sid=1
[OK] ciclo=9 node=65 ts=2026-03-20T02:11:59.275304 hum=54.9665 sid=2
[OK] ciclo=9 node=65 ts=2026-03-20T02:11:59.275304 press=1015.3158 sid=3
[OK] ciclo=9 node=65 ts=2026-03-20T02:11:59.275304 lat=-26.8241 sid=4
[OK] ciclo=9 node=65 ts=2026-03-20T02:11:59.275304 lng=-65.2226 sid=5
[OK] ciclo=9 node=66 ts=2026-03-20T02:11:59.275304 temp=19.964 sid=1
[OK] ciclo=9 node=66 ts=2026-03-20T02:11:59.275304 hum=54.9665 sid=2
[OK] ciclo=9 node=66 ts=2026-03-20T02:11:59.275304 press=1015.3158 sid=3
[OK] ciclo=9 node=66 ts=2026-03-20T02:11:59.275304 lat=-26.8241 sid=4
[OK] ciclo=9 node=66 ts=2026-03-20T02:11:59.275304 lng=-65.2226 sid=5
[OK] ciclo=9 node=64 ts=2026-03-20T02:11:59.275304 temp=19.964 sid=1
[OK] ciclo=9 node=64 ts=2026-03-20T02:11:59.275304 hum=54.9665 sid=2
[OK] ciclo=9 node=64 ts=2026-03-20T02:11:59.275304 press=1015.3158 sid=3
[OK] ciclo=9 node=64 ts=2026-03-20T02:11:59.275304 lat=-26.8241 sid=4
[OK] ciclo=9 node=64 ts=2026-03-20T02:11:59.275304 lng=-65.2226 sid=5
[OK] ciclo=10 node=65 ts=2026-03-20T02:12:48.009632 temp=19.551 sid=1
[OK] ciclo=10 node=65 ts=2026-03-20T02:12:48.009632 hum=52.121 sid=2
[OK] ciclo=10 node=65 ts=2026-03-20T02:12:48.009632 press=1014.3614 sid=3
[OK] ciclo=10 node=65 ts=2026-03-20T02:12:48.009632 lat=-26.8241 sid=4
[OK] ciclo=10 node=65 ts=2026-03-20T02:12:48.009632 lng=-65.2226 sid=5
[OK] ciclo=10 node=66 ts=2026-03-20T02:12:48.009632 temp=19.551 sid=1
[OK] ciclo=10 node=66 ts=2026-03-20T02:12:48.009632 hum=52.121 sid=2
[OK] ciclo=10 node=66 ts=2026-03-20T02:12:48.009632 press=1014.3614 sid=3
[OK] ciclo=10 node=66 ts=2026-03-20T02:12:48.009632 lat=-26.8241 sid=4
[OK] ciclo=10 node=66 ts=2026-03-20T02:12:48.009632 lng=-65.2226 sid=5
[OK] ciclo=10 node=64 ts=2026-03-20T02:12:48.009632 temp=19.551 sid=1
[OK] ciclo=10 node=64 ts=2026-03-20T02:12:48.009632 hum=52.121 sid=2
[OK] ciclo=10 node=64 ts=2026-03-20T02:12:48.009632 press=1014.3614 sid=3
[OK] ciclo=10 node=64 ts=2026-03-20T02:12:48.009632 lat=-26.8241 sid=4
[OK] ciclo=10 node=64 ts=2026-03-20T02:12:48.009632 lng=-65.2226 sid=5
[OK] ciclo=11 node=65 ts=2026-03-20T02:13:36.286568 temp=20.0755 sid=1
[OK] ciclo=11 node=65 ts=2026-03-20T02:13:36.286568 hum=49.7546 sid=2
[OK] ciclo=11 node=65 ts=2026-03-20T02:13:36.286568 press=1014.1196 sid=3
[OK] ciclo=11 node=65 ts=2026-03-20T02:13:36.286568 lat=-26.8241 sid=4
[OK] ciclo=11 node=65 ts=2026-03-20T02:13:36.286568 lng=-65.2226 sid=5
[OK] ciclo=11 node=66 ts=2026-03-20T02:13:36.286568 temp=20.0755 sid=1
[OK] ciclo=11 node=66 ts=2026-03-20T02:13:36.286568 hum=49.7546 sid=2
[OK] ciclo=11 node=66 ts=2026-03-20T02:13:36.286568 press=1014.1196 sid=3
[OK] ciclo=11 node=66 ts=2026-03-20T02:13:36.286568 lat=-26.8241 sid=4
[OK] ciclo=11 node=66 ts=2026-03-20T02:13:36.286568 lng=-65.2226 sid=5
[OK] ciclo=11 node=64 ts=2026-03-20T02:13:36.286568 temp=20.0755 sid=1
[OK] ciclo=11 node=64 ts=2026-03-20T02:13:36.286568 hum=49.7546 sid=2
[OK] ciclo=11 node=64 ts=2026-03-20T02:13:36.286568 press=1014.1196 sid=3
[OK] ciclo=11 node=64 ts=2026-03-20T02:13:36.286568 lat=-26.8241 sid=4
[OK] ciclo=11 node=64 ts=2026-03-20T02:13:36.286568 lng=-65.2226 sid=5
[OK] ciclo=12 node=65 ts=2026-03-20T02:14:24.820490 temp=20.7534 sid=1
[OK] ciclo=12 node=65 ts=2026-03-20T02:14:24.820490 hum=47.8488 sid=2
[OK] ciclo=12 node=65 ts=2026-03-20T02:14:24.820490 press=1012.875 sid=3
[OK] ciclo=12 node=65 ts=2026-03-20T02:14:24.820490 lat=-26.8241 sid=4
[OK] ciclo=12 node=65 ts=2026-03-20T02:14:24.820490 lng=-65.2226 sid=5
[OK] ciclo=12 node=66 ts=2026-03-20T02:14:24.820490 temp=20.7534 sid=1
[OK] ciclo=12 node=66 ts=2026-03-20T02:14:24.820490 hum=47.8488 sid=2
[OK] ciclo=12 node=66 ts=2026-03-20T02:14:24.820490 press=1012.875 sid=3
[OK] ciclo=12 node=66 ts=2026-03-20T02:14:24.820490 lat=-26.8241 sid=4
[OK] ciclo=12 node=66 ts=2026-03-20T02:14:24.820490 lng=-65.2226 sid=5
[OK] ciclo=12 node=64 ts=2026-03-20T02:14:24.820490 temp=20.7534 sid=1
[OK] ciclo=12 node=64 ts=2026-03-20T02:14:24.820490 hum=47.8488 sid=2
[OK] ciclo=12 node=64 ts=2026-03-20T02:14:24.820490 press=1012.875 sid=3
[OK] ciclo=12 node=64 ts=2026-03-20T02:14:24.820490 lat=-26.8241 sid=4
[OK] ciclo=12 node=64 ts=2026-03-20T02:14:24.820490 lng=-65.2226 sid=5
[OK] ciclo=13 node=65 ts=2026-03-20T02:15:13.604500 temp=22.4006 sid=1
[OK] ciclo=13 node=65 ts=2026-03-20T02:15:13.604500 hum=47.7654 sid=2
[OK] ciclo=13 node=65 ts=2026-03-20T02:15:13.604500 press=1012.0365 sid=3
[OK] ciclo=13 node=65 ts=2026-03-20T02:15:13.604500 lat=-26.8241 sid=4
[OK] ciclo=13 node=65 ts=2026-03-20T02:15:13.604500 lng=-65.2226 sid=5
[OK] ciclo=13 node=66 ts=2026-03-20T02:15:13.604500 temp=22.4006 sid=1
[OK] ciclo=13 node=66 ts=2026-03-20T02:15:13.604500 hum=47.7654 sid=2
[OK] ciclo=13 node=66 ts=2026-03-20T02:15:13.604500 press=1012.0365 sid=3
[OK] ciclo=13 node=66 ts=2026-03-20T02:15:13.604500 lat=-26.8241 sid=4
[OK] ciclo=13 node=66 ts=2026-03-20T02:15:13.604500 lng=-65.2226 sid=5
[OK] ciclo=13 node=64 ts=2026-03-20T02:15:13.604500 temp=22.4006 sid=1
[OK] ciclo=13 node=64 ts=2026-03-20T02:15:13.604500 hum=47.7654 sid=2
[OK] ciclo=13 node=64 ts=2026-03-20T02:15:13.604500 press=1012.0365 sid=3
[OK] ciclo=13 node=64 ts=2026-03-20T02:15:13.604500 lat=-26.8241 sid=4
[OK] ciclo=13 node=64 ts=2026-03-20T02:15:13.604500 lng=-65.2226 sid=5
[OK] ciclo=14 node=65 ts=2026-03-20T02:16:02.400178 temp=23.3336 sid=1
[OK] ciclo=14 node=65 ts=2026-03-20T02:16:02.400178 hum=48.5563 sid=2
[OK] ciclo=14 node=65 ts=2026-03-20T02:16:02.400178 press=1010.464 sid=3
[OK] ciclo=14 node=65 ts=2026-03-20T02:16:02.400178 lat=-26.8241 sid=4
[OK] ciclo=14 node=65 ts=2026-03-20T02:16:02.400178 lng=-65.2226 sid=5
[OK] ciclo=14 node=66 ts=2026-03-20T02:16:02.400178 temp=23.3336 sid=1
[OK] ciclo=14 node=66 ts=2026-03-20T02:16:02.400178 hum=48.5563 sid=2
[OK] ciclo=14 node=66 ts=2026-03-20T02:16:02.400178 press=1010.464 sid=3
[OK] ciclo=14 node=66 ts=2026-03-20T02:16:02.400178 lat=-26.8241 sid=4
[OK] ciclo=14 node=66 ts=2026-03-20T02:16:02.400178 lng=-65.2226 sid=5
[OK] ciclo=14 node=64 ts=2026-03-20T02:16:02.400178 temp=23.3336 sid=1
[OK] ciclo=14 node=64 ts=2026-03-20T02:16:02.400178 hum=48.5563 sid=2
[OK] ciclo=14 node=64 ts=2026-03-20T02:16:02.400178 press=1010.464 sid=3
[OK] ciclo=14 node=64 ts=2026-03-20T02:16:02.400178 lat=-26.8241 sid=4
[OK] ciclo=14 node=64 ts=2026-03-20T02:16:02.400178 lng=-65.2226 sid=5
[OK] ciclo=15 node=65 ts=2026-03-20T02:16:51.156179 temp=24.4164 sid=1
[OK] ciclo=15 node=65 ts=2026-03-20T02:16:51.156179 hum=49.9489 sid=2
[OK] ciclo=15 node=65 ts=2026-03-20T02:16:51.156179 press=1009.7591 sid=3
[OK] ciclo=15 node=65 ts=2026-03-20T02:16:51.156179 lat=-26.8241 sid=4
[OK] ciclo=15 node=65 ts=2026-03-20T02:16:51.156179 lng=-65.2226 sid=5
[OK] ciclo=15 node=66 ts=2026-03-20T02:16:51.156179 temp=24.4164 sid=1
[OK] ciclo=15 node=66 ts=2026-03-20T02:16:51.156179 hum=49.9489 sid=2
[OK] ciclo=15 node=66 ts=2026-03-20T02:16:51.156179 press=1009.7591 sid=3
[OK] ciclo=15 node=66 ts=2026-03-20T02:16:51.156179 lat=-26.8241 sid=4
[OK] ciclo=15 node=66 ts=2026-03-20T02:16:51.156179 lng=-65.2226 sid=5
[OK] ciclo=15 node=64 ts=2026-03-20T02:16:51.156179 temp=24.4164 sid=1
[OK] ciclo=15 node=64 ts=2026-03-20T02:16:51.156179 hum=49.9489 sid=2
[OK] ciclo=15 node=64 ts=2026-03-20T02:16:51.156179 press=1009.7591 sid=3
[OK] ciclo=15 node=64 ts=2026-03-20T02:16:51.156179 lat=-26.8241 sid=4
[OK] ciclo=15 node=64 ts=2026-03-20T02:16:51.156179 lng=-65.2226 sid=5
[OK] ciclo=16 node=65 ts=2026-03-20T02:17:39.833332 temp=24.6107 sid=1
[OK] ciclo=16 node=65 ts=2026-03-20T02:17:39.833332 hum=53.1562 sid=2
[OK] ciclo=16 node=65 ts=2026-03-20T02:17:39.833332 press=1008.6736 sid=3
[OK] ciclo=16 node=65 ts=2026-03-20T02:17:39.833332 lat=-26.8241 sid=4
[OK] ciclo=16 node=65 ts=2026-03-20T02:17:39.833332 lng=-65.2226 sid=5
[OK] ciclo=16 node=66 ts=2026-03-20T02:17:39.833332 temp=24.6107 sid=1
[OK] ciclo=16 node=66 ts=2026-03-20T02:17:39.833332 hum=53.1562 sid=2
[OK] ciclo=16 node=66 ts=2026-03-20T02:17:39.833332 press=1008.6736 sid=3
[OK] ciclo=16 node=66 ts=2026-03-20T02:17:39.833332 lat=-26.8241 sid=4
[OK] ciclo=16 node=66 ts=2026-03-20T02:17:39.833332 lng=-65.2226 sid=5
[OK] ciclo=16 node=64 ts=2026-03-20T02:17:39.833332 temp=24.6107 sid=1
[OK] ciclo=16 node=64 ts=2026-03-20T02:17:39.833332 hum=53.1562 sid=2
[OK] ciclo=16 node=64 ts=2026-03-20T02:17:39.833332 press=1008.6736 sid=3
[OK] ciclo=16 node=64 ts=2026-03-20T02:17:39.833332 lat=-26.8241 sid=4
[OK] ciclo=16 node=64 ts=2026-03-20T02:17:39.833332 lng=-65.2226 sid=5
[OK] ciclo=17 node=65 ts=2026-03-20T02:18:28.486639 temp=24.0404 sid=1
[OK] ciclo=17 node=65 ts=2026-03-20T02:18:28.486639 hum=55.5074 sid=2
[OK] ciclo=17 node=65 ts=2026-03-20T02:18:28.486639 press=1008.6998 sid=3
[OK] ciclo=17 node=65 ts=2026-03-20T02:18:28.486639 lat=-26.8241 sid=4
[OK] ciclo=17 node=65 ts=2026-03-20T02:18:28.486639 lng=-65.2226 sid=5
[OK] ciclo=17 node=66 ts=2026-03-20T02:18:28.486639 temp=24.0404 sid=1
[OK] ciclo=17 node=66 ts=2026-03-20T02:18:28.486639 hum=55.5074 sid=2
[OK] ciclo=17 node=66 ts=2026-03-20T02:18:28.486639 press=1008.6998 sid=3
[OK] ciclo=17 node=66 ts=2026-03-20T02:18:28.486639 lat=-26.8241 sid=4
[OK] ciclo=17 node=66 ts=2026-03-20T02:18:28.486639 lng=-65.2226 sid=5
[OK] ciclo=17 node=64 ts=2026-03-20T02:18:28.486639 temp=24.0404 sid=1
[OK] ciclo=17 node=64 ts=2026-03-20T02:18:28.486639 hum=55.5074 sid=2
[OK] ciclo=17 node=64 ts=2026-03-20T02:18:28.486639 press=1008.6998 sid=3
[OK] ciclo=17 node=64 ts=2026-03-20T02:18:28.486639 lat=-26.8241 sid=4
[OK] ciclo=17 node=64 ts=2026-03-20T02:18:28.486639 lng=-65.2226 sid=5
[OK] ciclo=18 node=65 ts=2026-03-20T02:19:16.153512 temp=22.8244 sid=1
[OK] ciclo=18 node=65 ts=2026-03-20T02:19:16.153512 hum=59.1275 sid=2
[OK] ciclo=18 node=65 ts=2026-03-20T02:19:16.153512 press=1007.7417 sid=3
[OK] ciclo=18 node=65 ts=2026-03-20T02:19:16.153512 lat=-26.8241 sid=4
[OK] ciclo=18 node=65 ts=2026-03-20T02:19:16.153512 lng=-65.2226 sid=5
[OK] ciclo=18 node=66 ts=2026-03-20T02:19:16.153512 temp=22.8244 sid=1
[OK] ciclo=18 node=66 ts=2026-03-20T02:19:16.153512 hum=59.1275 sid=2
[OK] ciclo=18 node=66 ts=2026-03-20T02:19:16.153512 press=1007.7417 sid=3
[OK] ciclo=18 node=66 ts=2026-03-20T02:19:16.153512 lat=-26.8241 sid=4
[OK] ciclo=18 node=66 ts=2026-03-20T02:19:16.153512 lng=-65.2226 sid=5
[OK] ciclo=18 node=64 ts=2026-03-20T02:19:16.153512 temp=22.8244 sid=1
[OK] ciclo=18 node=64 ts=2026-03-20T02:19:16.153512 hum=59.1275 sid=2
[OK] ciclo=18 node=64 ts=2026-03-20T02:19:16.153512 press=1007.7417 sid=3
[OK] ciclo=18 node=64 ts=2026-03-20T02:19:16.153512 lat=-26.8241 sid=4
[OK] ciclo=18 node=64 ts=2026-03-20T02:19:16.153512 lng=-65.2226 sid=5
[OK] ciclo=19 node=65 ts=2026-03-20T02:20:03.779943 temp=21.6743 sid=1
[OK] ciclo=19 node=65 ts=2026-03-20T02:20:03.779943 hum=62.0742 sid=2
[OK] ciclo=19 node=65 ts=2026-03-20T02:20:03.779943 press=1008.4067 sid=3
[OK] ciclo=19 node=65 ts=2026-03-20T02:20:03.779943 lat=-26.8241 sid=4
[OK] ciclo=19 node=65 ts=2026-03-20T02:20:03.779943 lng=-65.2226 sid=5
[OK] ciclo=19 node=66 ts=2026-03-20T02:20:03.779943 temp=21.6743 sid=1
[OK] ciclo=19 node=66 ts=2026-03-20T02:20:03.779943 hum=62.0742 sid=2
[OK] ciclo=19 node=66 ts=2026-03-20T02:20:03.779943 press=1008.4067 sid=3
[OK] ciclo=19 node=66 ts=2026-03-20T02:20:03.779943 lat=-26.8241 sid=4
[OK] ciclo=19 node=66 ts=2026-03-20T02:20:03.779943 lng=-65.2226 sid=5
[OK] ciclo=19 node=64 ts=2026-03-20T02:20:03.779943 temp=21.6743 sid=1
[OK] ciclo=19 node=64 ts=2026-03-20T02:20:03.779943 hum=62.0742 sid=2
[OK] ciclo=19 node=64 ts=2026-03-20T02:20:03.779943 press=1008.4067 sid=3
[OK] ciclo=19 node=64 ts=2026-03-20T02:20:03.779943 lat=-26.8241 sid=4
[OK] ciclo=19 node=64 ts=2026-03-20T02:20:03.779943 lng=-65.2226 sid=5
[OK] ciclo=20 node=65 ts=2026-03-20T02:20:51.315237 temp=20.2142 sid=1
[OK] ciclo=20 node=65 ts=2026-03-20T02:20:51.315237 hum=63.5108 sid=2
[OK] ciclo=20 node=65 ts=2026-03-20T02:20:51.315237 press=1008.3588 sid=3
[OK] ciclo=20 node=65 ts=2026-03-20T02:20:51.315237 lat=-26.8241 sid=4
[OK] ciclo=20 node=65 ts=2026-03-20T02:20:51.315237 lng=-65.2226 sid=5
[OK] ciclo=20 node=66 ts=2026-03-20T02:20:51.315237 temp=20.2142 sid=1
[OK] ciclo=20 node=66 ts=2026-03-20T02:20:51.315237 hum=63.5108 sid=2
[OK] ciclo=20 node=66 ts=2026-03-20T02:20:51.315237 press=1008.3588 sid=3
[OK] ciclo=20 node=66 ts=2026-03-20T02:20:51.315237 lat=-26.8241 sid=4
[OK] ciclo=20 node=66 ts=2026-03-20T02:20:51.315237 lng=-65.2226 sid=5
[OK] ciclo=20 node=64 ts=2026-03-20T02:20:51.315237 temp=20.2142 sid=1
[OK] ciclo=20 node=64 ts=2026-03-20T02:20:51.315237 hum=63.5108 sid=2
[OK] ciclo=20 node=64 ts=2026-03-20T02:20:51.315237 press=1008.3588 sid=3
[OK] ciclo=20 node=64 ts=2026-03-20T02:20:51.315237 lat=-26.8241 sid=4
[OK] ciclo=20 node=64 ts=2026-03-20T02:20:51.315237 lng=-65.2226 sid=5
[OK] ciclo=21 node=65 ts=2026-03-20T02:21:38.824341 temp=19.5598 sid=1
[OK] ciclo=21 node=65 ts=2026-03-20T02:21:38.824341 hum=62.1048 sid=2
[OK] ciclo=21 node=65 ts=2026-03-20T02:21:38.824341 press=1008.5496 sid=3
[OK] ciclo=21 node=65 ts=2026-03-20T02:21:38.824341 lat=-26.8241 sid=4
[OK] ciclo=21 node=65 ts=2026-03-20T02:21:38.824341 lng=-65.2226 sid=5
